,0,1,2,3,4,5,6,7
180,Comedy Central,1458363841,2019-09-30,Your 2 Dads w/ Sean & Julian,podcast,"[{'genreId': '1521', 'name': 'Parenting', 'url': 'https://itunes.apple.com/us/genre/id1521'}, {'genreId': '26', 'name': 'Podcasts', 'url': 'https://itunes.apple.com/us/genre/id26'}, {'genreId': '1305', 'name': 'Kids & Family', 'url': 'https://itunes.apple.com/us/genre/id1305'}, {'genreId': '1303', 'name': 'Comedy', 'url': 'https://itunes.apple.com/us/genre/id1303'}, {'genreId': '1496', 'name': 'Comedy Interviews', 'url': 'https://itunes.apple.com/us/genre/id1496'}]",https://podcasts.apple.com/us/podcast/your-2-dads-w-sean-julian/id1458363841,Harini
181,Wonder Media Network,1464524725,2019-10-03,Encyclopedia Womannica,podcast,"[{'genreId': '1487', 'name': 'History', 'url': 'https://itunes.apple.com/us/genre/id1487'}, {'genreId': '26', 'name': 'Podcasts', 'url': 'https://itunes.apple.com/us/genre/id26'}, {'genreId': '1324', 'name': 'Society & Culture', 'url': 'https://itunes.apple.com/us/genre/id1324'}]",https://podcasts.apple.com/us/podcast/encyclopedia-womannica/id1464524725,Harini
182,Civilized,1463344677,2019-06-27,Changing the Game,podcast,"[{'genreId': '1513', 'name': 'Alternative Health', 'url': 'https://itunes.apple.com/us/genre/id1513'}, {'genreId': '26', 'name': 'Podcasts', 'url': 'https://itunes.apple.com/us/genre/id26'}, {'genreId': '1512', 'name': 'Health & Fitness', 'url': 'https://itunes.apple.com/us/genre/id1512'}, {'genreId': '1545', 'name': 'Sports', 'url': 'https://itunes.apple.com/us/genre/id1545'}]",https://podcasts.apple.com/us/podcast/changing-the-game/id1463344677,Harini
183,iHeartRadio,1466080869,2019-09-30,How Men Think with Brooks Laich & Gavin DeGraw,podcast,"[{'genreId': '1544', 'name': 'Relationships', 'url': 'https://itunes.apple.com/us/genre/id1544'}, {'genreId': '26', 'name': 'Podcasts', 'url': 'https://itunes.apple.com/us/genre/id26'}, {'genreId': '1324', 'name': 'Society & Culture', 'url': 'https://itunes.apple.com/us/genre/id1324'}, {'genreId': '1512', 'name': 'Health & Fitness', 'url': 'https://itunes.apple.com/us/genre/id1512'}, {'genreId': '1516', 'name': 'Sexuality', 'url': 'https://itunes.apple.com/us/genre/id1516'}]",https://podcasts.apple.com/us/podcast/how-men-think-with-brooks-laich-gavin-degraw/id1466080869,Harini
184,American Public Media,1466271396,2019-08-19,Spectacular Failures,podcast,"[{'genreId': '1321', 'name': 'Business', 'url': 'https://itunes.apple.com/us/genre/id1321'}, {'genreId': '26', 'name': 'Podcasts', 'url': 'https://itunes.apple.com/us/genre/id26'}]",https://podcasts.apple.com/us/podcast/spectacular-failures/id1466271396,Harini
185,Righteous Media,1457899667,2019-10-03,Angry Americans with Paul Rieckhoff,podcast,"[{'genreId': '1527', 'name': 'Politics', 'url': 'https://itunes.apple.com/us/genre/id1527'}, {'genreId': '26', 'name': 'Podcasts', 'url': 'https://itunes.apple.com/us/genre/id26'}, {'genreId': '1489', 'name': 'News', 'url': 'https://itunes.apple.com/us/genre/id1489'}, {'genreId': '1530', 'name': 'News Commentary', 'url': 'https://itunes.apple.com/us/genre/id1530'}]",https://podcasts.apple.com/us/podcast/angry-americans-with-paul-rieckhoff/id1457899667,Harini
186,David Axelrod,1467297559,2019-09-30,Hacks on Tap with David Axelrod and Mike Murphy,podcast,"[{'genreId': '1489', 'name': 'News', 'url': 'https://itunes.apple.com/us/genre/id1489'}, {'genreId': '26', 'name': 'Podcasts', 'url': 'https://itunes.apple.com/us/genre/id26'}]",https://podcasts.apple.com/us/podcast/hacks-on-tap-with-david-axelrod-and-mike-murphy/id1467297559,Harini
187,"Tenderfoot TV, Black Mountain Media & Cadence 13",1466330985,2019-09-26,Culpable,podcast,"[{'genreId': '1488', 'name': 'True Crime', 'url': 'https://itunes.apple.com/us/genre/id1488'}, {'genreId': '26', 'name': 'Podcasts', 'url': 'https://itunes.apple.com/us/genre/id26'}]",https://podcasts.apple.com/us/podcast/culpable/id1466330985,Harini
188,New Hampshire Public Radio,1465785780,2019-06-06,Supervision,podcast,"[{'genreId': '1489', 'name': 'News', 'url': 'https://itunes.apple.com/us/genre/id1489'}, {'genreId': '26', 'name': 'Podcasts', 'url': 'https://itunes.apple.com/us/genre/id26'}]",https://podcasts.apple.com/us/podcast/supervision/id1465785780,Harini
189,iHeartRadio,1463444145,2019-09-12,NBC's Songland Podcast,podcast,"[{'genreId': '1525', 'name': 'Music Interviews', 'url': 'https://itunes.apple.com/us/genre/id1525'}, {'genreId': '26', 'name': 'Podcasts', 'url': 'https://itunes.apple.com/us/genre/id26'}, {'genreId': '1310', 'name': 'Music', 'url': 'https://itunes.apple.com/us/genre/id1310'}]",https://podcasts.apple.com/us/podcast/nbcs-songland-podcast/id1463444145,Harini
190,The Life of Us Vlogs,1466572667,2019-06-02,The Uncut Life of Anisia & Devonte,podcast,"[{'genreId': '1303', 'name': 'Comedy', 'url': 'https://itunes.apple.com/us/genre/id1303'}, {'genreId': '26', 'name': 'Podcasts', 'url': 'https://itunes.apple.com/us/genre/id26'}]",https://podcasts.apple.com/us/podcast/the-uncut-life-of-anisia-devonte/id1466572667,Harini
191,Joel Osteen,137254859,2019-10-03,Joel Osteen Podcast,podcast,"[{'genreId': '1439', 'name': 'Christianity', 'url': 'https://itunes.apple.com/us/genre/id1439'}, {'genreId': '26', 'name': 'Podcasts', 'url': 'https://itunes.apple.com/us/genre/id26'}, {'genreId': '1314', 'name': 'Religion & Spirituality', 'url': 'https://itunes.apple.com/us/genre/id1314'}]",https://podcasts.apple.com/us/podcast/joel-osteen-podcast/id137254859,Harini
192,"Rachel Maddow, MSNBC",294055449,2019-10-03,The Rachel Maddow Show,podcast,"[{'genreId': '1527', 'name': 'Politics', 'url': 'https://itunes.apple.com/us/genre/id1527'}, {'genreId': '26', 'name': 'Podcasts', 'url': 'https://itunes.apple.com/us/genre/id26'}, {'genreId': '1489', 'name': 'News', 'url': 'https://itunes.apple.com/us/genre/id1489'}, {'genreId': '1526', 'name': 'Daily News', 'url': 'https://itunes.apple.com/us/genre/id1526'}]",https://podcasts.apple.com/us/podcast/the-rachel-maddow-show/id294055449,Harini
193,"Jason Weiser, Carissa Weiser / Bardic",990897842,2019-10-02,Myths and Legends,podcast,"[{'genreId': '1482', 'name': 'Books', 'url': 'https://itunes.apple.com/us/genre/id1482'}, {'genreId': '26', 'name': 'Podcasts', 'url': 'https://itunes.apple.com/us/genre/id26'}, {'genreId': '1301', 'name': 'Arts', 'url': 'https://itunes.apple.com/us/genre/id1301'}, {'genreId': '1487', 'name': 'History', 'url': 'https://itunes.apple.com/us/genre/id1487'}]",https://podcasts.apple.com/us/podcast/myths-and-legends/id990897842,Harini
194,The Art of Manliness,332516054,2019-10-02,The Art of Manliness,podcast,"[{'genreId': '1443', 'name': 'Philosophy', 'url': 'https://itunes.apple.com/us/genre/id1443'}, {'genreId': '26', 'name': 'Podcasts', 'url': 'https://itunes.apple.com/us/genre/id26'}, {'genreId': '1324', 'name': 'Society & Culture', 'url': 'https://itunes.apple.com/us/genre/id1324'}, {'genreId': '1304', 'name': 'Education', 'url': 'https://itunes.apple.com/us/genre/id1304'}]",https://podcasts.apple.com/us/podcast/the-art-of-manliness/id332516054,Harini
195,"Goop, Inc. and Cadence13",1352546554,2019-10-03,The goop Podcast,podcast,"[{'genreId': '1500', 'name': 'Self-Improvement', 'url': 'https://itunes.apple.com/us/genre/id1500'}, {'genreId': '26', 'name': 'Podcasts', 'url': 'https://itunes.apple.com/us/genre/id26'}, {'genreId': '1304', 'name': 'Education', 'url': 'https://itunes.apple.com/us/genre/id1304'}]",https://podcasts.apple.com/us/podcast/the-goop-podcast/id1352546554,Jamie
196,"Earwolf and Paul Scheer, June Diane Raphael, Jason Mantzoukas",409287913,2019-09-27,How Did This Get Made?,podcast,"[{'genreId': '1303', 'name': 'Comedy', 'url': 'https://itunes.apple.com/us/genre/id1303'}, {'genreId': '26', 'name': 'Podcasts', 'url': 'https://itunes.apple.com/us/genre/id26'}]",https://podcasts.apple.com/us/podcast/how-did-this-get-made/id409287913,Vincent
197,United We Cast,1282242737,2019-10-02,#GetSome with Gary Owen,podcast,"[{'genreId': '1303', 'name': 'Comedy', 'url': 'https://itunes.apple.com/us/genre/id1303'}, {'genreId': '26', 'name': 'Podcasts', 'url': 'https://itunes.apple.com/us/genre/id26'}, {'genreId': '1301', 'name': 'Arts', 'url': 'https://itunes.apple.com/us/genre/id1301'}, {'genreId': '1405', 'name': 'Performing Arts', 'url': 'https://itunes.apple.com/us/genre/id1405'}]",https://podcasts.apple.com/us/podcast/getsome-with-gary-owen/id1282242737,Chris
198,Mythical & Ramble,717407884,2019-09-30,Ear Biscuits,podcast,"[{'genreId': '1303', 'name': 'Comedy', 'url': 'https://itunes.apple.com/us/genre/id1303'}, {'genreId': '26', 'name': 'Podcasts', 'url': 'https://itunes.apple.com/us/genre/id26'}]",https://podcasts.apple.com/us/podcast/ear-biscuits/id717407884,Jeremy
